ADMIRAZ 2 MG FILM KAPLI TABLET (28 TABLET),FARMANOVA SAĞLIK HİZMETLERİ LTD.ŞTİ,1890.86
ADMIRAZ 2 MG FILM KAPLI TABLET (98 TABLET),FARMANOVA SAĞLIK HİZMETLERİ LTD.ŞTİ,6475.0
"ADVAGRAF 0,5 MG 50 UZATILMIS SALIMLI 50 SERT KAPSUL",ASTELLAS PHARMA İLAÇ TİCARET VE SANAYİ A.Ş,46.03
ADVAGRAF 1 MG 50 UZATILMIS SALIMLI 50 SERT KAPSUL,ASTELLAS PHARMA İLAÇ TİCARET VE SANAYİ A.Ş,76.48
ADVAGRAF 3 MG UZATILMIS SALIMLI 50 KAPSUL,ASTELLAS PHARMA İLAÇ TİCARET VE SANAYİ A.Ş,238.9
ADVAGRAF 5 MG 50 UZATILMIS SALIMLI 50 SERT KAPSUL,ASTELLAS PHARMA İLAÇ TİCARET VE SANAYİ A.Ş,360.63
"ADVANTAN %0,1 KREM 30 G",ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,3.35
"ADVANTAN %0,1 MERHEM 30 G",ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,3.35
"ADVANTAN %0,1 YAGLI MERHEM 15 GR",ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,4.06
"ADVANTAN M %0,1 EMULSIYON 50 G",ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,5.57
ADVIL LIQUI-GELS 200 MG YUMUSAK KAPSUL (20 KAPSUL),HALEON TÜKETİCİ SAĞLIĞI ANONİM ŞİRKETİ,5.06
"AERIUS 0,5 MG/ML 150 ML SURUP",ORGANON TURKEY İLAÇLARI LİMİTED ŞİRKETİ,4.43
AERIUS 5 MG FILM KAPLI TABLET (20 TABLET),ORGANON TURKEY İLAÇLARI LİMİTED ŞİRKETİ,3.55
AEROLET SURUP (100 ML),WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,10.05
AFINITOR 10 MG 30 TABLET,NOVARTİS SAĞLIK GIDA VE TARIM ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,1009.79
AFINITOR 5 MG 30 TABLET,NOVARTİS SAĞLIK GIDA VE TARIM ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,701.46
AKTAZID 25 MG/25 MG FILM KAPLI TABLET (30 TABLET),WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,2.73
AKTAZID 50 MG/50 MG FILM KAPLI TABLET (30 TABLET),WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,3.46
ALDARA %5 KREM,VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,37.57
ALDURAZYME 100 U/ML INF. ICIN KONSANTRE COZELTI 5 ML,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,911.91
ALERTEC 120 MG 20 FILM TABLET,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,6.79
ALERTEC 180 MG 20 FILM TABLET,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,6.79
ALEVE 220 MG 20 FILM TABLET,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,9.0
ALFASILIN 1 GR 16 TABLET,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,3.46
ALFOXIL 1 GR 16 TABLET,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,1.95
ALFOXIL 500 MG 16 TABLET,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,0.97
ALIMTA 500 MG INF. COZ. ICIN TOZ ICEREN 1 FLAKON,LİLLY İLAÇ TİCARET LİMİTED ŞİRKETİ,3136.53
ALKA-SELTZER 324 MG 10 TABLET,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,3.91
ALLEGRA 120 MG FILM KAPLI TABLET (20 TABLET),OPELLA HEALTHCARE TÜKETİCİ SAĞLIĞI ANONİM ŞİRKETİ,3.32
ALLEGRA 180 MG  FILM KAPLI TABLET (20 TABLET),OPELLA HEALTHCARE TÜKETİCİ SAĞLIĞI ANONİM ŞİRKETİ,2.07
ALLEGRA 180 MG 20 FILM TABLET,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,2.07
"ALLERGODIL %0,05 GOZ DAMLASI, COZELTI (6 ML)",VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,3.46
"ALLERGODIL %0,1 BURUN SPREYI, COZELTI (10 ML) ",VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,4.99
"ALOMIDE %0,1 STERIL GOZ DAMLASI",NOVARTİS SAĞLIK GIDA VE TARIM ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,3.46
"ALPHAGAN-P %0,15 5 ML",ABBVİE TIBBİ İLAÇLAR SANAYİ VE TİCARET LİMİTED ŞİRKETİ,160.81
ALPROLIX 1000 IU ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU,PROCEUTİCA İLAÇ PAZARLAMA VE DANIŞMANLIK A.Ş.,906.94
ALPROLIX 2000 IU ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU (1 ADET FLAKON+1 ADET COZUCU ICEREN ENJEKTOR),PROCEUTİCA İLAÇ PAZARLAMA VE DANIŞMANLIK A.Ş.,1813.88
ALPROLIX 500 IU ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU (1 ADET FLAKON+1 ADET COZUCU ICEREN ENJEKTOR),PROCEUTİCA İLAÇ PAZARLAMA VE DANIŞMANLIK A.Ş.,453.47
ALYSE 150 MG 56 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,10.73
ALYSE 25 MG 56 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,2.43
ALYSE 300 MG 56 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,20.16
ALYSE 75 MG 14 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,4.47
ALYSE 75 MG 56 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,17.88
ALZAMED 10 MG 28 FILM KAPLI TABLET,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,21.92
ALZAMED 5 MG 28 FILM KAPLI TABLET,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,15.15
AMARYL 1 MG 30 TABLET,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,0.82
AMARYL 2 MG 30 TABLET,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,1.23
AMARYL 3 MG 30 TABLET,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,1.81
AMARYL 4 MG 30 TABLET,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,1.81
AMBISOME 50 MG 1 FLAKON,GİLEAD SCİENCES İLAÇ TİCARET LTD. ŞTİ,94.16
"AMGEVITA 20 MG/0,4 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR (1 ADET)",AMGEN İLAÇ TİCARET LİMİTED ŞİRKETİ,101.94
"AMGEVITA 40 MG/0,8 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR (2 ADET)",AMGEN İLAÇ TİCARET LİMİTED ŞİRKETİ,367.95
"AMGEVITA 40 MG/0,8 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR KALEM (2 ADET)",AMGEN İLAÇ TİCARET LİMİTED ŞİRKETİ,367.95
AMLIPIN 10/10 MG 30 FILM KAPLI TABLET,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,5.7
AMLIPIN 5 MG/5 MG FILM KAPLI TABLET (30 TABLET),WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,7.95
AMLIPIN 5/10 MG 30 FILM KAPLI TABLET,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,5.38
AMVASTAN 20 MG 30 FILM KAPLI TABLET,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,16.22
ANAPOLON 50 MG 20 TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,22.41
ANDROCUR 50 MG 50 TABLET,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,15.98
ANDROCUR-100 30 TABLET,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,30.3
ANGELIQ 28 FILM TABLET,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,7.77
"ANORO ELLIPTA 62,5/25 MCG KULLANIMA HAZIR INHALASYON TOZU, 30 DOZ",GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,33.28
ANTI-BIT 150 ML SAMPUAN,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,2.93
"APFECTO % 0,3 GOZ DAMLASI, SUSPANSIYON (1,7 ML)",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,8.82
"APFECTO %0,1 GOZ DAMLASI, SUSPANSIYON (5 ML)",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,10.25
"APFECTO %0,3 GOZ DAMLASI, SUSPANSIYON (3 ML)",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,16.12
APIDRA 100 U/ML SOLOSTAR ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR 5 KALEM,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,26.33
"APIXENTA 5 MG FILM KAPLI TABLET
(56 ADET)",ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,59.39
APO-GO 20MG/2 ML ENJEKSIYONLUK VEYA INFUZYONLUK COZELTI ICEREN AMPUL (5 AMPUL),ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,32.91
APO-GO 50MG/5 ML ENJEKSIYONLUK VEYA INFUZYONLUK COZELTI ICEREN AMPUL (5 AMPUL),ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,82.82
APRANAX 275 MG 10 FILM KAPLI TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,1.62
APRANAX 275 MG 20 FILM KAPLITABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,3.06
APRANAX FORT 550 MG 10 FILM KAPLI TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,3.06
APRANAX FORT 550 MG 20 FILM KAPLI TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,4.47
APRANAX PLUS 550 MG/30 MG 20 FILM TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,5.32
"ARANESP 10 MCG/0,4 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR",AMGEN İLAÇ TİCARET LİMİTED ŞİRKETİ,67.36
"ARANESP 100 MCG/0,5 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR",AMGEN İLAÇ TİCARET LİMİTED ŞİRKETİ,867.64
"ARANESP 150 MCG/0,3 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR",AMGEN İLAÇ TİCARET LİMİTED ŞİRKETİ,1301.4
"ARANESP 20 MCG/0,5 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR",AMGEN İLAÇ TİCARET LİMİTED ŞİRKETİ,173.52
"ARANESP 30 MCG/0,3 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR",AMGEN İLAÇ TİCARET LİMİTED ŞİRKETİ,260.28
"ARANESP 40 MCG/0,4 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR",AMGEN İLAÇ TİCARET LİMİTED ŞİRKETİ,347.04
"ARANESP 50 MCG/0,5 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR",AMGEN İLAÇ TİCARET LİMİTED ŞİRKETİ,433.84
"ARANESP 60 MCG/0,3 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR",AMGEN İLAÇ TİCARET LİMİTED ŞİRKETİ,520.6
"ARANESP 80 MCG/0,4 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR",AMGEN İLAÇ TİCARET LİMİTED ŞİRKETİ,694.12
ARAVA 10 MG 30 FILM TABLET,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,13.64
ARAVA 20 MG 30 FILM TABLET,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,12.14
ARCALION 200 MG 30 DRAJE,SERVIER ILAÇ VE ARAŞTIRMA A.S.,8.79
ARCAPTA 150 MCG 30 INHALER KAPSUL,FARMANOVA SAĞLIK HİZMETLERİ LTD.ŞTİ,18.74
ARICEPT 10 MG FILM KAPLI TABLET (28 TABLET),PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,20.21
ARICEPT 5 MG FILM KAPLI TABLET (14 TABLET),PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,7.57
ARICEPT 5 MG FILM KAPLI TABLET (28 TABLET),PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,15.15
ARICEPT EVESS 10 MG 28 AGIZDA DAGILAN TABLET,PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,22.87
ARIMIDEX 1 MG 28 FILM TABLET,ASTRAZENECA İLAÇ SAN.VE TİC.LTD.ŞTİ.,19.01
AROMASIN 25 MG 30 DRAJE,PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,25.39
ARTOXAN 20 MG FILM TABLET (10 TABLET),WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,6.27
"ARTROCOL %2,5 MG JEL (45 G)",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,3.25
ARVELES 25 MG FILM KAPLI TABLET (20 TABLET),MENARİNİ İLAÇ SANAYİ VE TİCARET A.Ş.,2.56
ARVELES 50 MG/ 2 ML ENJEKSIYONLUK COZELTI (6 AMPUL),MENARİNİ İLAÇ SANAYİ VE TİCARET A.Ş.,3.58
ASPIRIN 100 MG 20 TABLET,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,2.03
ASPIRIN 500 MG 20 TABLET,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,3.03
ASPIRIN COMPLEXORAL SUSPANSIYON GRANULLU 500/30 MG 10 SASE,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,6.78
ASPIRIN COMPLEXORAL SUSPANSIYON GRANULLU 500/30 MG 20 SASE,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,10.67
ASPIRIN PLUS-C 400 MG 10 TABLET,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,10.81
"ASTONIN-H 0,1 MG 100 TABLET",MERCK İLAÇ ECZA VE KİMYA TİC. A.Ş.,69.95
ATACAND 16 MG 28 TABLET,ASTRAZENECA İLAÇ SAN.VE TİC.LTD.ŞTİ.,6.72
ATACAND 32 MG 28 TABLET,ASTRAZENECA İLAÇ SAN.VE TİC.LTD.ŞTİ.,22.11
ATACAND 8 MG 28 TABLET,ASTRAZENECA İLAÇ SAN.VE TİC.LTD.ŞTİ.,4.86
"ATACAND PLUS 16 MG/12,5 MG 28 TABLET",ASTRAZENECA İLAÇ SAN.VE TİC.LTD.ŞTİ.,7.43
ATARAX 200 ML SURUP,UCB PHARMA A.Ş.,1.44
ATARAX 30 FILM TABLET,UCB PHARMA A.Ş.,1.33
ATIVAN EXPIDET 1 MG 20 TABLET,PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,5.45
"ATIVAN EXPIDET 2,5 MG 20 TABLET",PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,7.0
ATTEX 10 MG 28 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,40.3
ATTEX 100 MG 28 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,104.47
ATTEX 18 MG 28 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,41.09
ATTEX 25 MG 28 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,41.79
ATTEX 4 MG/ML ORAL COZELTI (100 ML),ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,28.34
ATTEX 40 MG 28 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,41.79
ATTEX 60 MG 28 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,62.68
ATTEX 80 MG 28 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,83.58
AUBAGIO 14 MG 28 FILM KAPLI TABLET,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,443.32
"AUGMENTIN 200 MG+28,5 MG/5 ML ORAL SUSPANSIYON HAZIRLAMAK ICIN KURU TOZ 70 ML",GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,2.84
"AUGMENTIN 400 MG+57 MG/5 ML ORAL
SUSPANSIYON HAZIRLAMAK ICIN KURU TOZ 100 ML",GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,3.46
"AUGMENTIN 400 MG+57 MG/5 ML ORAL
SUSPANSIYON HAZIRLAMAK ICIN KURU TOZ 70 ML",GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,3.44
AUGMENTIN 500 MG/125 MG FILM KAPLI TABLET (10 ADET),GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,2.91
AUGMENTIN 500 MG/125 MG FILM KAPLI TABLET (14 ADET),GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,3.35
AUGMENTIN 875 MG/125 MG FILM KAPLI TABLET (10 ADET),GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,3.42
AUGMENTIN 875 MG/125 MG FILM KAPLI TABLET (14 ADET),GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,3.46
AUGMENTIN BID 200/28 ORAL SUSPANSIYON HAZ. ICIN KURU TOZ 100 ML,GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,3.46
"AUGMENTIN ES 600/42,9 MG 100 ML SUSPANSIYON",GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,10.53
"AVAMYS 27,5 MCG 120 DOZ BURUN SPREYI",GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,4.47
AVELOX 400 MG 7 FILM TABLET,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,7.81
"AVODART 0,5 MG 30 YUMUSAK KAPSUL",GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,6.16
AXID 150 MG 28 KAPSUL,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,3.54
AXID 300 MG 28 KAPSUL,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,5.5
"AXIVOL PLUS 120/2,5 MG 20 EFERVESAN TABLET",ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,5.12
"AXIVOL PLUS 60/2,5 MG 20 EFERVESAN TABLET",ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,4.9
AZARGA STERIL SUS. GOZ DAMLASI 5 ML,NOVARTİS SAĞLIK GIDA VE TARIM ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,7.96
AZATHIOPRINE 50 MG 100 TABLET,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,18.03
AZEVAY 20 MG FILM KAPLI TABLET (60 TB),FARMANOVA SAĞLIK HİZMETLERİ LTD.ŞTİ,4469.0
AZEVAY 40 MG FILM KAPLI TABLET (60 TB),FARMANOVA SAĞLIK HİZMETLERİ LTD.ŞTİ,4469.0
AZILECT 1 MG 30 FILM TABLET,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,32.4
AZOPT % 1 5 ML OFT.SOL.,NOVARTİS SAĞLIK GIDA VE TARIM ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,3.39
BACLAN 75 MG 28 FILM TABLET,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8.84
BACTROBAN %2 15 GR KREM,GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,10.9
BACTROBAN %2 15 GR POMAD,GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,3.39
BAGEDA 10 MG FILM TABLET (30 TABLET),WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,14.14
BAGEDA 20 MG 30 FILM TABLET,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,12.14
"BALANCE %1,5 GLIKOZ 1,25 MMOL / 1 KALSIYUM 2000 ML BIOFIN TORBA",FRESENIUS MEDİKAL HİZMETLER A.Ş.,16.43
"BALANCE %1,5 GLIKOZ 1,25 MMOL / 1 KALSIYUM 2500 ML BIOFIN TORBA",FRESENIUS MEDİKAL HİZMETLER A.Ş.,19.27
"BALANCE %1,5 GLIKOZ 1,75 MMOL / 1 KALSIYUM 2000 ML BIOFIN TORBA",FRESENIUS MEDİKAL HİZMETLER A.Ş.,16.43
"BALANCE %1,5 GLIKOZ 1,75 MMOL / 1 KALSIYUM 2500 ML BIOFIN TORBA",FRESENIUS MEDİKAL HİZMETLER A.Ş.,19.27
"BALANCE %2,3 GLIKOZ 1,25 MMOL / 1 KALSIYUM 2000 ML BIOFIN TORBA",FRESENIUS MEDİKAL HİZMETLER A.Ş.,16.43
"BALANCE %2,3 GLIKOZ 1,25 MMOL / 1 KALSIYUM 2500 ML BIOFIN TORBA",FRESENIUS MEDİKAL HİZMETLER A.Ş.,19.27
"BALANCE %2,3 GLIKOZ 1,75 MMOL / 1 KALSIYUM 2000 ML BIOFIN TORBA",FRESENIUS MEDİKAL HİZMETLER A.Ş.,16.43
"BALANCE %2,3 GLIKOZ 1,75 MMOL / 1 KALSIYUM 2500 ML BIOFIN TORBA",FRESENIUS MEDİKAL HİZMETLER A.Ş.,19.27
"BALANCE %4,25 GLIKOZ 1,25 MMOL / 1 KALSIYUM 2000 ML BIOFIN TORBA",FRESENIUS MEDİKAL HİZMETLER A.Ş.,16.43
"BALANCE %4,25 GLIKOZ 1,25 MMOL / 1 KALSIYUM 2500 ML BIOFIN TORBA",FRESENIUS MEDİKAL HİZMETLER A.Ş.,19.27
"BALANCE %4,25 GLIKOZ 1,75 MMOL / 1 KALSIYUM 2000 ML BIOFIN TORBA",FRESENIUS MEDİKAL HİZMETLER A.Ş.,16.43
"BALANCE SAFE LOCK %1,5 GLUKOZ 1,25 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 5000 ML",FRESENIUS MEDİKAL HİZMETLER A.Ş.,52.17
"BALANCE SAFE LOCK %1,5 GLUKOZ 1,75 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 5000 ML",FRESENIUS MEDİKAL HİZMETLER A.Ş.,52.17
